Timestamp,AJM,AJU,BJU,MON,CHO,CUA,CUT,FAC,FAR,GAM,INN,MER,MGH,NEZ,PED,SAG,SFE,SS1,TAH,TLA,UAX,UIZ,VIF
24-May-2020 05:59:59,13,17,17,17,16,11,11,12,19,18,6,18,18,16,15,18,15,16,16,16,15,18,17
24-May-2020 06:59:59,13,16,16,16,16,11,11,11,19,18,6,18,17,17,15,18,14,16,16,15,15,18,16
24-May-2020 07:59:59,16,18,18,18,18,16,16,13,19,19,9,19,19,18,17,18,17,18,17,18,17,20,17
24-May-2020 08:59:59,18,19,19,21,19,19,19,19,21,20,15,21,21,19,19,20,18,19,19,20,19,22,18
24-May-2020 09:59:59,20,21,21,23,22,21,21,22,23,22,18,22,22,21,21,22,19,21,22,21,21,23,21
24-May-2020 10:59:59,21,23,23,24,25,23,23,25,25,24,20,23,23,22,22,24,21,23,24,22,23,24,23
24-May-2020 11:59:59,22,25,25,26,25,25,25,28,26,25,21,26,25,24,24,25,22,25,26,24,24,26,25
24-May-2020 12:59:59,23,26,26,27,27,27,27,29,28,27,22,27,27,25,25,27,23,26,27,26,26,28,26
24-May-2020 13:59:59,24,28,28,28,27,25,28,31,29,28,22,28,28,26,26,28,24,27,27,27,27,29,28
24-May-2020 14:59:59,22,27,27,29,28,25,28,29,29,28,23,28,27,27,26,29,24,28,27,27,27,28,29
24-May-2020 15:59:59,22,27,27,29,27,25,29,29,29,28,22,27,27,26,25,28,24,28,26,27,26,27,29
24-May-2020 16:59:59,22,26,26,28,26,24,29,28,29,28,21,27,27,26,26,28,25,27,26,26,25,28,28
24-May-2020 17:59:59,23,26,26,26,25,24,28,29,28,27,21,27,27,26,26,28,24,26,25,26,25,27,27
24-May-2020 18:59:59,21,25,25,25,24,22,26,26,27,26,19,26,26,25,24,27,23,26,24,26,24,26,27
24-May-2020 19:59:59,20,24,24,24,24,21,25,25,26,25,17,25,25,24,23,26,22,25,23,25,23,25,26
24-May-2020 20:59:59,19,23,23,23,22,19,24,23,25,24,15,23,24,22,22,25,20,24,22,23,22,24,25
24-May-2020 21:59:59,19,22,22,22,21,18,22,21,24,23,13,23,22,22,21,23,19,23,22,22,21,23,24
24-May-2020 22:59:59,18,21,21,22,20,18,18,20,23,22,13,22,22,21,20,22,19,21,21,21,21,23,23
24-May-2020 23:59:59,17,20,20,21,20,18,15,20,22,21,13,21,21,20,19,22,17,21,20,20,21,22,22
25-May-2020 00:59:59,16,19,19,20,19,17,13,19,22,20,13,20,20,19,18,21,17,19,19,20,19,22,21
25-May-2020 01:59:59,15,18,18,20,18,17,12,19,21,20,11,20,19,19,17,21,16,18,19,19,19,21,20
25-May-2020 02:59:59,14,18,18,18,17,16,11,17,21,19,8,19,19,18,16,20,16,18,18,18,17,20,19
25-May-2020 03:59:59,14,17,17,17,16,16,10,14,20,19,6,18,18,17,16,19,15,17,16,17,16,19,18
25-May-2020 04:59:59,13,16,16,16,16,15,10,13,19,18,6,18,18,17,15,19,15,16,15,16,15,19,17
25-May-2020 05:59:59,13,16,16,15,15,14,9,11,18,17,5,17,17,16,15,18,14,15,15,15,14,18,17
25-May-2020 06:59:59,13,16,16,14,13,14,9,11,17,17,5,17,18,16,15,17,14,16,15,15,13,18,16
25-May-2020 07:59:59,17,18,18,17,16,16,15,13,19,19,8,19,19,17,17,18,17,18,16,18,15,19,17
25-May-2020 08:59:59,20,20,20,20,20,18,20,20,21,21,15,21,22,19,20,20,19,20,18,20,18,21,19
25-May-2020 09:59:59,20,22,22,23,23,19,22,23,23,23,19,22,23,21,22,22,20,22,21,22,22,23,21
25-May-2020 10:59:59,21,24,24,25,24,20,24,26,25,25,20,24,24,23,23,24,21,24,24,23,24,25,24
25-May-2020 11:59:59,22,25,25,27,26,22,26,28,27,26,21,26,26,24,25,26,23,26,26,25,25,27,26
25-May-2020 12:59:59,24,27,27,28,27,24,28,30,28,28,22,27,27,25,26,28,25,27,27,26,26,28,27
25-May-2020 13:59:59,25,28,28,29,27,24,29,32,29,28,23,28,29,27,28,29,26,28,29,27,28,29,28
25-May-2020 14:59:59,26,28,28,29,28,25,29,32,30,29,23,29,29,27,28,30,26,29,30,28,28,30,30
25-May-2020 15:59:59,26,29,29,29,28,25,30,32,30,30,24,29,30,28,28,30,26,29,29,29,28,30,30
25-May-2020 16:59:59,24,28,28,29,27,25,30,32,30,29,24,29,29,27,27,30,26,29,28,29,27,30,30
25-May-2020 17:59:59,22,27,27,27,26,25,30,30,29,28,22,27,28,26,26,29,25,28,26,27,26,28,29
25-May-2020 18:59:59,21,25,25,26,25,23,27,27,28,27,19,26,26,25,25,27,23,26,25,26,25,27,27
25-May-2020 19:59:59,20,24,24,24,24,21,25,25,26,25,17,25,25,24,23,26,21,25,23,25,23,25,26
25-May-2020 20:59:59,19,23,23,23,22,19,24,23,25,24,15,24,24,23,22,25,20,24,23,23,22,25,25
25-May-2020 21:59:59,19,21,21,22,21,18,20,21,24,23,14,23,23,22,21,24,19,23,22,22,21,24,24
25-May-2020 22:59:59,17,21,21,22,20,18,17,20,23,22,10,22,22,21,20,23,19,21,21,21,20,23,23
25-May-2020 23:59:59,16,20,20,21,18,18,14,17,22,21,9,21,21,20,19,22,17,20,20,21,21,23,22
26-May-2020 00:59:59,16,19,19,20,17,17,13,16,21,21,12,20,21,19,18,21,16,19,18,19,20,22,21
26-May-2020 01:59:59,15,18,18,19,17,17,12,17,21,20,12,20,20,18,17,20,16,19,18,19,19,21,20
26-May-2020 02:59:59,15,17,17,19,15,16,10,15,20,19,10,19,19,18,16,20,15,18,17,18,17,21,20
26-May-2020 03:59:59,15,16,16,18,15,16,9,13,20,19,11,18,18,17,16,19,14,18,16,18,16,20,17
26-May-2020 04:59:59,14,16,16,18,15,15,9,12,20,18,11,18,18,17,15,19,14,17,15,17,15,19,17
26-May-2020 05:59:59,13,15,15,15,14,15,8,11,19,18,7,17,17,17,15,18,14,16,15,15,14,18,16
26-May-2020 06:59:59,14,16,16,13,14,15,8,10,19,17,6,17,17,16,15,18,14,16,15,15,14,18,15
26-May-2020 07:59:59,17,17,17,16,16,17,14,13,19,19,11,18,18,17,17,18,16,18,16,18,15,20,16
26-May-2020 08:59:59,18,20,20,20,20,18,19,19,21,21,16,21,21,20,19,20,18,20,19,21,18,21,19
26-May-2020 09:59:59,20,22,22,24,24,19,23,23,24,23,17,23,23,22,21,23,20,22,21,22,21,24,22
26-May-2020 10:59:59,22,24,24,26,25,22,26,27,26,25,19,25,25,24,24,25,23,24,25,24,24,26,25
26-May-2020 11:59:59,24,27,27,27,26,23,27,29,28,27,20,27,27,26,26,27,24,27,27,26,26,28,27
26-May-2020 12:59:59,25,28,28,28,27,24,28,31,29,28,22,28,28,27,27,28,25,28,29,27,27,29,28
26-May-2020 13:59:59,25,28,28,29,28,24,29,32,29,29,24,29,29,27,28,29,25,29,29,28,28,30,29
26-May-2020 14:59:59,26,29,29,30,28,26,30,32,30,30,23,29,30,28,28,30,26,30,30,29,29,30,30
26-May-2020 15:59:59,26,29,29,30,28,26,30,33,31,30,24,30,30,28,29,30,26,30,30,29,29,31,30
26-May-2020 16:59:59,26,29,29,30,28,25,30,32,31,30,23,30,29,28,29,30,26,30,30,30,29,31,30
26-May-2020 17:59:59,24,28,28,28,26,25,29,32,30,30,22,29,29,27,27,30,26,29,28,29,27,30,30
26-May-2020 18:59:59,22,26,26,26,25,22,26,28,28,27,20,27,27,26,25,28,24,27,25,27,25,27,27
26-May-2020 19:59:59,20,25,25,25,24,21,23,25,26,26,17,25,26,24,23,26,22,25,24,25,24,26,24
26-May-2020 20:59:59,19,23,23,23,22,20,21,24,25,25,15,24,24,23,22,24,21,24,23,24,23,25,23
26-May-2020 21:59:59,18,23,23,22,21,19,19,21,24,24,13,23,23,22,22,23,20,23,22,22,22,24,21
26-May-2020 22:59:59,17,21,21,20,19,18,19,20,23,22,10,21,21,21,21,22,19,21,21,20,21,23,20
26-May-2020 23:59:59,16,20,20,19,18,17,18,19,23,21,9,21,20,20,19,22,17,21,21,19,20,22,20
27-May-2020 00:59:59,15,20,20,19,17,16,18,18,22,21,10,20,19,19,19,21,16,20,20,18,20,21,19
27-May-2020 01:59:59,15,19,19,19,17,16,15,17,21,19,9,19,19,19,18,21,15,19,19,18,19,20,19
27-May-2020 02:59:59,14,19,19,18,16,15,14,16,20,19,8,19,19,18,17,20,14,19,18,18,17,20,19
27-May-2020 03:59:59,14,18,18,17,15,15,14,15,20,19,7,19,19,18,17,19,14,18,16,17,16,20,18
27-May-2020 04:59:59,13,17,17,15,14,14,13,14,18,19,7,18,18,17,16,18,14,17,16,17,15,19,17
27-May-2020 05:59:59,13,17,17,14,14,14,12,13,18,18,6,18,17,17,16,18,14,17,16,16,15,19,16
27-May-2020 06:59:59,13,16,16,13,13,15,12,12,16,18,6,18,17,16,15,17,13,17,15,16,14,18,16
27-May-2020 07:59:59,15,18,18,16,15,16,15,14,18,18,10,19,18,17,17,18,16,18,15,17,15,20,16
27-May-2020 08:59:59,18,19,19,19,18,16,18,18,20,20,16,20,19,17,19,19,17,19,18,18,18,20,17
27-May-2020 09:59:59,19,21,21,21,21,17,20,21,22,22,19,22,21,19,20,21,18,20,21,20,20,22,20
27-May-2020 10:59:59,20,23,23,23,23,20,22,24,24,24,20,23,23,21,22,23,20,23,23,22,22,24,22
27-May-2020 11:59:59,22,24,24,25,25,21,24,26,26,25,22,25,24,23,24,25,22,25,25,23,24,26,24
27-May-2020 12:59:59,23,26,26,27,27,22,26,28,27,26,22,26,26,25,25,27,23,26,27,25,26,27,26
27-May-2020 13:59:59,23,26,26,29,28,21,28,28,29,28,21,27,26,26,25,28,22,26,28,26,27,28,28
27-May-2020 14:59:59,19,24,24,29,28,17,28,27,28,26,20,25,23,26,21,28,17,24,27,25,25,27,29
27-May-2020 15:59:59,20,25,25,27,26,20,27,26,27,26,20,26,25,24,23,27,20,26,25,25,25,27,28
27-May-2020 16:59:59,23,26,26,27,26,21,21,26,28,27,23,27,25,26,24,26,22,27,26,25,25,27,20
27-May-2020 17:59:59,23,25,25,24,25,18,18,23,24,24,22,25,25,24,24,22,22,25,26,22,25,26,18
27-May-2020 18:59:59,19,23,23,23,24,18,18,21,23,22,18,23,23,21,22,22,19,23,24,21,22,24,19
27-May-2020 19:59:59,18,21,21,21,23,18,15,20,22,21,15,21,21,20,21,21,18,21,22,20,21,22,19
27-May-2020 20:59:59,17,21,21,22,21,17,16,20,22,21,12,21,21,20,20,22,17,21,21,20,21,22,19
27-May-2020 21:59:59,16,21,21,21,21,17,15,19,23,21,11,21,20,20,19,22,17,21,21,20,21,22,19
27-May-2020 22:59:59,16,20,20,19,20,16,16,18,22,21,11,21,20,20,19,21,17,20,20,19,20,22,19
27-May-2020 23:59:59,15,20,20,19,19,16,17,17,22,20,10,21,19,20,18,21,16,19,20,19,19,21,19
28-May-2020 00:59:59,15,19,19,19,18,16,17,17,22,20,9,20,20,19,18,21,16,19,19,19,18,21,18
28-May-2020 01:59:59,16,18,18,18,17,16,15,16,20,20,10,20,19,19,17,20,15,18,19,18,18,20,18
28-May-2020 02:59:59,15,19,19,18,16,15,14,15,20,20,8,19,18,18,17,20,14,19,18,18,18,20,18
28-May-2020 03:59:59,15,18,18,18,16,15,15,13,20,19,7,19,18,18,16,20,15,18,17,17,16,19,17
28-May-2020 04:59:59,14,17,17,16,15,15,15,13,20,19,7,18,18,17,16,19,15,17,16,17,15,19,16
28-May-2020 05:59:59,14,17,17,15,15,15,14,12,18,18,7,18,17,17,15,18,14,17,15,16,14,19,16
28-May-2020 06:59:59,13,17,17,15,15,14,12,12,18,18,7,18,16,16,15,18,15,16,16,16,15,19,15
28-May-2020 07:59:59,15,18,18,18,16,15,15,14,19,19,9,19,18,16,17,18,16,18,18,18,17,19,17
28-May-2020 08:59:59,18,19,19,20,18,16,19,20,21,20,16,20,20,18,19,20,17,19,19,20,19,21,19
28-May-2020 09:59:59,19,21,21,22,20,18,21,23,22,22,19,22,22,20,20,22,19,21,21,21,20,22,20
28-May-2020 10:59:59,20,22,22,24,22,19,22,25,24,23,19,23,23,21,22,23,20,23,23,22,22,24,22
28-May-2020 11:59:59,21,24,24,26,24,20,24,26,26,25,19,25,24,23,24,25,21,25,25,24,24,26,24
28-May-2020 12:59:59,22,25,25,27,25,22,26,29,27,27,18,26,25,24,25,27,22,26,26,25,25,27,25
28-May-2020 13:59:59,22,26,26,27,25,23,27,30,28,26,21,27,27,26,25,27,23,27,27,26,26,28,27
28-May-2020 14:59:59,23,27,27,26,26,23,27,29,29,27,20,27,27,26,25,28,24,28,27,27,26,28,27
28-May-2020 15:59:59,23,26,26,25,25,23,25,28,26,25,14,25,26,24,25,25,24,25,26,25,25,27,26
28-May-2020 16:59:59,19,23,23,25,22,20,18,23,25,23,23,23,23,23,23,25,21,22,24,19,23,26,22
28-May-2020 17:59:59,16,19,19,22,20,17,14,19,20,20,10,18,19,19,16,19,18,18,19,17,18,21,17
28-May-2020 18:59:59,12,18,18,17,15,14,14,17,18,18,9,19,18,16,15,17,14,18,15,16,16,19,15
28-May-2020 19:59:59,11,16,16,16,13,12,13,15,17,16,9,17,16,15,14,16,13,16,15,15,14,17,15
28-May-2020 20:59:59,16,16,16,15,13,12,14,16,16,16,9,16,16,14,14,16,13,16,14,15,14,16,15
28-May-2020 21:59:59,12,16,16,15,14,13,14,16,17,16,9,16,17,15,15,17,13,16,14,16,14,16,16
28-May-2020 22:59:59,12,16,16,15,14,13,15,16,18,17,9,17,17,15,15,17,13,16,15,16,15,17,16
28-May-2020 23:59:59,13,17,17,15,14,13,15,16,18,17,9,17,17,15,15,18,14,17,15,16,15,17,16
29-May-2020 00:59:59,13,16,16,14,14,14,13,15,17,17,8,17,17,15,15,17,14,16,14,16,14,18,15
29-May-2020 01:59:59,12,16,16,13,13,13,13,14,16,16,6,16,16,14,14,16,12,16,13,15,14,17,14
29-May-2020 02:59:59,11,15,15,12,12,12,11,14,15,15,6,15,16,13,13,16,11,15,13,14,13,16,14
29-May-2020 03:59:59,11,15,15,12,13,12,11,12,15,15,5,14,15,13,13,15,11,15,13,14,13,16,14
29-May-2020 04:59:59,10,15,15,13,12,12,12,12,16,15,5,15,15,14,13,15,11,14,14,13,13,16,14
29-May-2020 05:59:59,12,15,15,13,11,13,10,11,16,15,5,15,15,13,13,15,12,15,13,13,12,16,13
29-May-2020 06:59:59,11,14,14,12,11,13,10,11,14,15,5,15,14,13,13,14,12,14,12,13,12,16,12
29-May-2020 07:59:59,13,15,15,14,13,12,13,13,15,15,7,15,16,13,14,15,13,15,14,15,14,17,13
29-May-2020 08:59:59,15,16,16,17,15,13,15,17,18,17,13,17,16,15,15,17,14,17,16,16,15,18,15
29-May-2020 09:59:59,16,18,18,19,17,14,17,19,20,19,16,19,19,17,17,19,15,18,18,17,17,20,17
29-May-2020 10:59:59,18,19,19,21,20,16,19,21,22,21,16,20,20,19,19,21,17,20,19,19,19,21,19
29-May-2020 11:59:59,18,21,21,23,21,17,21,22,23,21,16,21,21,20,20,23,18,21,21,20,21,23,21
29-May-2020 12:59:59,18,22,22,23,22,18,21,23,24,22,17,22,22,21,21,24,19,23,22,21,21,23,22
29-May-2020 13:59:59,19,23,23,23,23,18,22,25,24,24,17,23,23,22,22,23,19,24,23,22,23,24,23
29-May-2020 14:59:59,20,22,22,21,23,19,21,24,21,21,19,22,23,20,22,19,21,22,22,21,22,22,18
29-May-2020 15:59:59,15,19,19,18,19,16,21,21,19,18,16,19,20,17,18,17,17,19,19,19,19,20,19
29-May-2020 16:59:59,14,18,18,21,20,14,20,20,20,19,12,19,19,18,17,20,15,19,19,19,18,20,20
29-May-2020 17:59:59,14,19,19,20,20,14,20,20,21,20,11,19,19,18,17,21,15,20,19,19,18,20,20
29-May-2020 18:59:59,14,19,19,19,19,15,18,20,21,20,12,19,19,18,17,20,15,20,18,19,19,21,19
29-May-2020 19:59:59,14,19,19,18,18,15,17,18,20,19,10,19,19,17,17,19,15,19,18,18,18,20,18
29-May-2020 20:59:59,14,18,18,17,17,14,16,17,19,18,9,18,18,16,17,18,15,18,17,17,17,19,17
29-May-2020 21:59:59,13,17,17,16,16,13,15,16,18,17,9,17,17,15,16,17,14,17,16,16,16,18,16
29-May-2020 22:59:59,12,16,16,14,16,13,14,15,17,16,9,16,16,14,15,16,13,16,15,15,15,17,15
29-May-2020 23:59:59,11,16,16,13,14,12,12,15,16,15,8,15,16,13,15,16,13,15,15,14,15,16,14
30-May-2020 00:59:59,11,15,15,12,13,12,10,14,16,15,8,14,15,13,14,15,12,15,14,14,14,16,14
30-May-2020 01:59:59,10,15,15,11,12,11,10,13,15,14,7,14,14,13,14,14,11,14,13,13,13,15,13
30-May-2020 02:59:59,10,14,14,10,11,10,10,12,15,14,7,14,14,12,14,14,11,14,13,13,13,15,12
30-May-2020 03:59:59,10,14,14,9,10,10,11,13,15,14,6,14,14,12,13,14,11,13,13,13,13,15,13
30-May-2020 04:59:59,10,14,14,10,10,10,10,12,14,14,5,14,14,12,13,13,11,13,13,12,13,15,12
30-May-2020 05:59:59,10,14,14,9,10,10,9,11,13,14,5,14,14,12,13,12,10,13,13,12,13,15,12
30-May-2020 06:59:59,10,14,14,9,10,10,9,11,13,13,5,14,14,12,13,11,11,14,12,12,13,15,11
30-May-2020 07:59:59,12,15,15,12,12,11,13,13,13,14,7,14,15,12,13,13,11,14,13,13,14,15,12
30-May-2020 08:59:59,14,15,15,15,15,12,15,16,16,16,12,15,15,13,15,15,13,15,15,15,15,16,14
30-May-2020 09:59:59,14,16,16,17,16,13,16,18,18,16,14,16,16,15,16,17,14,16,17,16,16,18,16
30-May-2020 10:59:59,15,17,17,18,18,15,17,20,19,18,15,17,18,16,18,18,15,17,18,17,17,19,17
30-May-2020 11:59:59,15,18,18,20,19,16,18,21,20,20,15,19,19,17,18,19,16,19,19,18,18,20,18
30-May-2020 12:59:59,16,20,20,22,20,16,20,22,21,21,16,21,20,19,19,21,18,20,21,19,20,21,20
30-May-2020 13:59:59,18,21,21,23,22,17,21,23,23,22,18,22,21,20,20,22,18,22,22,21,21,23,21
30-May-2020 14:59:59,18,22,22,24,23,18,22,24,23,23,18,22,22,21,22,23,19,23,23,21,22,23,22
30-May-2020 15:59:59,19,23,23,24,23,19,23,23,24,23,18,23,22,22,21,24,19,24,23,22,22,24,23
30-May-2020 16:59:59,18,22,22,24,24,18,23,23,24,22,16,22,22,22,21,24,19,23,23,21,22,24,23
30-May-2020 17:59:59,15,21,21,23,23,17,21,21,23,22,13,22,21,21,18,23,18,22,22,21,21,23,22
30-May-2020 18:59:59,12,17,17,21,22,14,20,18,23,22,11,21,20,20,15,22,14,21,20,19,18,21,21
30-May-2020 19:59:59,13,18,18,20,19,14,18,16,22,20,11,19,18,18,15,21,14,19,19,17,18,20,19
30-May-2020 20:59:59,13,18,18,18,19,13,17,15,19,18,9,18,17,17,15,19,13,18,18,17,17,20,18
30-May-2020 21:59:59,13,17,17,17,18,13,16,15,18,17,10,17,17,16,15,18,13,17,18,16,17,18,16
30-May-2020 22:59:59,13,17,17,17,17,13,15,15,17,16,9,16,17,15,15,17,13,16,17,15,16,18,16
30-May-2020 23:59:59,13,16,16,16,17,12,15,15,17,16,9,16,16,15,15,17,13,16,16,15,16,17,15
31-May-2020 00:59:59,12,16,16,15,15,12,14,15,17,16,9,16,15,15,14,17,12,16,14,15,15,17,15
31-May-2020 01:59:59,12,15,15,15,14,11,13,15,17,16,9,15,15,14,14,16,12,15,13,14,14,16,15
31-May-2020 02:59:59,12,15,15,15,14,11,12,14,16,16,9,15,15,14,14,16,12,15,13,14,13,16,14
31-May-2020 03:59:59,11,15,15,14,14,11,11,14,16,15,9,15,15,14,14,15,12,15,14,14,13,16,13
31-May-2020 04:59:59,11,15,15,13,14,11,10,13,16,15,8,15,14,13,14,15,12,14,14,13,13,16,13
31-May-2020 05:59:59,11,15,15,12,13,11,9,12,15,15,7,14,14,13,13,14,12,14,13,12,13,16,12
31-May-2020 06:59:59,11,14,14,11,13,10,9,11,14,14,6,14,13,12,13,14,11,13,14,12,13,15,12
31-May-2020 07:59:59,11,14,14,13,13,11,12,13,15,15,8,15,15,12,14,15,12,14,14,14,14,15,13
31-May-2020 08:59:59,15,16,16,16,15,12,15,16,18,17,12,16,16,13,15,16,13,16,16,16,15,17,15
31-May-2020 09:59:59,17,18,18,18,17,14,17,19,19,19,16,18,19,16,17,18,15,18,17,17,17,19,17
31-May-2020 10:59:59,18,19,19,20,19,16,19,22,21,20,15,20,20,18,19,20,17,19,19,19,19,21,19
31-May-2020 11:59:59,19,21,21,22,21,18,21,23,22,22,16,22,21,20,20,22,19,21,21,20,21,22,21
31-May-2020 12:59:59,20,22,22,23,22,18,23,25,24,24,15,23,23,21,22,24,20,23,23,22,22,24,23
31-May-2020 13:59:59,20,23,23,24,23,18,24,25,25,24,13,23,23,23,22,25,20,23,25,23,24,25,24
31-May-2020 14:59:59,20,24,24,24,22,18,25,24,26,24,15,24,23,23,23,26,20,23,24,22,24,26,24
31-May-2020 15:59:59,20,22,22,23,21,19,24,22,24,24,16,23,23,23,22,24,20,23,22,22,22,25,24
31-May-2020 16:59:59,15,19,19,22,21,17,22,22,21,20,14,20,21,19,16,20,18,21,22,22,20,20,22
31-May-2020 17:59:59,13,16,16,21,21,13,19,18,20,19,11,18,16,18,15,20,13,18,21,18,16,18,19
31-May-2020 18:59:59,12,15,15,20,19,12,15,14,19,17,11,16,15,17,14,20,12,15,17,14,16,17,18
31-May-2020 19:59:59,13,15,15,18,17,11,14,14,18,16,10,16,15,15,14,19,12,14,17,14,15,17,15
31-May-2020 20:59:59,13,15,15,16,17,12,14,14,18,16,10,16,15,15,14,19,12,15,16,14,15,17,15
31-May-2020 21:59:59,12,16,16,16,16,12,14,13,18,16,9,16,15,15,15,18,12,15,16,15,16,17,16
31-May-2020 22:59:59,12,16,16,15,16,12,14,14,18,16,9,16,16,15,15,17,12,15,16,15,16,17,16
31-May-2020 23:59:59,12,16,16,14,16,12,14,14,18,16,10,16,16,15,14,17,13,15,16,15,16,17,15
